,sku,units_sold,unit_price,title,average_discount
728,PS5D_601-Console-CarbonFiberBlack,30,33.150000000000006,Black Carbon Fiber,0.95
729,PS5D_602-Console-CarbonFiberBlu,10,30.95,Blue Carbon Fiber,0.95
730,PS5D_603-Console-CarbonFiberRed,5,33.75,Red Carbon Fiber,0.0
731,PS5D_604-Console-BloodSplatter,23,33.38478260869565,Blood Splatter,0.95
732,PS5D_605-Console-GrayWood,4,31.2,Gray Wood,0.95
733,PS5D_606-Console-WhiteMarble,6,30.78333333333333,White Marble,0.0
734,PS5D_607-Console-BlueMarble,3,31.616666666666664,Blue Marble,0.0
735,PS5D_608-Console-PaintSplatter,10,31.45,Paint Splatter,0.0
736,PS5D_609-Console-DayoftheDead,11,33.31363636363637,Day of the Dead,0.0
737,PS5D_617-Console-BlackMarble,3,32.95,Black Marble,0.0
738,PS5D_618-Console-BrushedMetal,11,31.313636363636363,Brushed Metal,0.0
739,PS5D_619-Console-Patriot,19,33.68684210526316,Patriot,0.0
740,PS5D_620-Console-420,11,31.313636363636363,420,0.0
741,PS5D_621-Console-WhiteCarbonFiber,3,29.95,White Carbon Fiber,0.0
742,PS5D_622-Console-Hexed,33,33.374242424242425,Hexed,0.0
743,PS5D_623-Console-Mecha,6,33.61666666666667,Mecha,0.0
744,PS5D_624-Console-PandorasBox,5,33.75,Pandora's Box,0.0
745,PS5D_701-Console-HellsEdge,20,33.25,Hell's Edge,0.0
746,PS5D_702-Console-MoltenCore,1,32.95,Molten Core,0.0
747,PS5D_703-Console-WhatLiesBeneath,1,32.95,What Lies Beneath,0.0
748,PS5D_704-Console-Magma,1,32.95,Magma,0.0
749,PS5Digital-Console-APathtotheStars-PS5L_210,2,34.95,A Path to the Stars,0.0
750,PS5Digital-Console-AlchemistOfSteel-PS5L_111,1,34.95,Alchemist of Steel,0.0
751,PS5Digital-Console-BlackMarble-PS5L_617,3,34.95,Black Marble,0.95
752,PS5Digital-Console-BrolyJapanRetro-PS5L_114,1,34.95,Broly Retro,0.95
753,PS5Digital-Console-BrushedMetal-PS5L_619,1,34.95,Brushed Metal,0.0
754,PS5Digital-Console-CarbonFiberBlue-PS5L_602,1,34.95,Blue Carbon Fiber,0.0
755,PS5Digital-Console-CloudUkiyo-PS5L_201,1,34.95,Cloud Ukiyo,0.0
756,PS5Digital-Console-EllieAndJoel-PS5L_202,1,34.95,Ellie and Joel,0.0
757,PS5Digital-Console-Evangelion-PS5L_104,1,34.95,Evangelion,0.0
758,PS5Digital-Console-FreeForAll-PS5L_205,2,34.95,Free for All,0.0
759,PS5Digital-Console-FriezaJapanRetro-PS5L_113,1,34.95,Frieza Retro,0.0
760,PS5Digital-Console-Giyu-PS5L_109,2,34.95,Giyu,0.0
761,PS5Digital-Console-GogetaJapanRetro-PS5L_103,3,34.95,Gogeta Japan Retro,0.95
762,PS5Digital-Console-GokuRose-PS5L_115,3,34.95,Goku Rose,0.95
763,PS5Digital-Console-GokuUkiyo-PS5L_112,1,34.95,Goku Ukiyo,0.95
764,PS5Digital-Console-GrayWood-PS5L_605,2,34.95,Gray Wood,0.0
765,PS5Digital-Console-HellsEdge-PS5L_701,1,34.95,Hell's Edge,0.0
766,PS5Digital-Console-HighVoltage-PS5L_506,1,34.95,High Voltage,0.0
767,PS5Digital-Console-HimokiToga-PS5L_125,3,34.95,Himoki Toga,0.0
768,PS5Digital-Console-Host-PS5L_308,5,37.95,Host *LIMITED*,0.0
769,PS5Digital-Console-HumanitysStrongest-PS5L_101,2,34.95,Humanity's Strongest,0.0
770,PS5Digital-Console-NarutoItachi-PS5L_129,1,34.95,Itachi,0.0
771,PS5Digital-Console-NarutoKurama-PS5L_108,4,34.95,Naruto Kurama,0.0
772,PS5Digital-Console-NarutoSasuke-PS5L_107,8,34.95,Naruto Sasuke,0.0
773,PS5Digital-Console-OnePunchOneKill-PS5L_119,1,34.95,"One Punch, One Kill",0.0
774,PS5Digital-Console-PaintSplatter-PS5L_608,1,34.95,Paint Splatter,0.95
775,PS5Digital-Console-PandorasBox-PS5L_624,2,34.95,Pandora's Box,0.95
776,PS5Digital-Console-Patriot-PS5L_619,1,34.95,Patriot,0.0
777,PS5Digital-Console-PirateKing-PSL5_129,1,34.95,Pirate King,0.0
778,PS5Digital-Console-Ragnarok-PS5L_224,3,34.95,Ragnarok,0.95
779,PS5Digital-Console-ShenronsRevenge-PS5L_106,1,34.95,Shenron's Revenge,0.0
780,PS5Digital-Console-Sunny-PS5L_129,1,34.95,Sunny,0.0
781,PS5Digital-Console-Supernova-PS5L_502,1,34.95,Supernova,0.95
782,PS5Digital-Console-Symbiote-PS5L_307,3,37.95,Symbiote *LIMITED*,0.0
783,PS5Digital-Console-UltraInstinct-PS5L_116,1,34.95,Ultra Instinct,0.0
784,PS5Digital-Console-UltraInstinctV2-PS5L_102,7,34.95,Ultra Instinct V2,0.0
785,PS5Digital-Console-VegetaRetro-PS5L_122,2,34.95,Vegeta Japan Retro,0.0
786,PS5Digital-Console-WhiteMarble-PS5L_606,2,34.95,White Marble,0.0
787,PS5Digital-Console-Zilla-PS5L_301,1,34.95,Zilla,0.95
788,PS5Digital-MS-CarbonFiber,5,11.95,PS5 Carbon Fiber Middle Skin,0.0
789,PS5Digital-MiddleSkin-BlackCarbonFiber,3,11.949999999999998,PS5 Carbon Fiber Middle Skin,0.0
790,PS5Disc-Console-420-PS5D_620,1,34.95,420,0.0
791,PS5Disc-Console-APathtotheStars,1,34.95,A Path to the Stars,0.95
792,PS5Disc-Console-APathtotheStars-PS5D_210,4,34.95,A Path to the Stars,0.0
793,PS5Disc-Console-AlchemistOfSteel-PS5D_111,4,34.95,Alchemist of Steel,0.0
794,PS5Disc-Console-Aurora-PS5D_507,4,34.95,Aurora,0.0
795,PS5Disc-Console-BearNature,1,34.95,Bear Nature,0.95
796,PS5Disc-Console-BlackMarble-PS5D_617,3,34.95,Black Marble,0.0
797,PS5Disc-Console-BloodSplatter,4,34.95,Blood Splatter,0.0
798,PS5Disc-Console-BloodSplatter-PS5D_604,3,34.95,Blood Splatter,0.0
799,PS5Disc-Console-BreakingThrough-PS5D_610,1,34.95,Breaking Through,0.0
800,PS5Disc-Console-BrolyJapanRetro,4,34.95,Broly Retro,0.0
801,PS5Disc-Console-BrolyJapanRetro-PS5D_114,7,34.95,Broly Retro,0.95
802,PS5Disc-Console-BrushedMetal-PS5D_618,1,34.95,Brushed Metal,0.0
803,PS5Disc-Console-CarbonFiberBlack,6,34.95,Black Carbon Fiber,0.95
804,PS5Disc-Console-CarbonFiberBlack-PS5D_601,8,34.95,Black Carbon Fiber,0.0
805,PS5Disc-Console-CarbonFiberBlue,2,34.95,Blue Carbon Fiber,0.0
806,PS5Disc-Console-CarbonFiberRed,4,34.95,Red Carbon Fiber,0.0
807,PS5Disc-Console-CloudUkiyo,4,34.95,Cloud Ukiyo,0.0
808,PS5Disc-Console-CloudUkiyo-PS5D_201,1,34.95,Cloud Ukiyo,0.0
809,PS5Disc-Console-DayoftheDead,2,34.95,Day of the Dead,0.0
810,PS5Disc-Console-DayoftheDead-PS5D_609,2,34.95,Day of the Dead,0.95
811,PS5Disc-Console-EllieAndJoel-PS5D_202,3,34.95,Ellie and Joel,0.95
812,PS5Disc-Console-Evangelion,1,34.95,Evangelion,0.0
813,PS5Disc-Console-Evangelion-PS5D_104,6,34.95,Evangelion,0.0
814,PS5Disc-Console-FinalStorm,2,34.95,Final Storm,0.0
815,PS5Disc-Console-FinalStorm-PS5D_204,2,34.95,Final Storm,0.0
816,PS5Disc-Console-FreeForAll,7,34.95,Free for All,0.95
817,PS5Disc-Console-FreeForAll-PS5D_205,5,34.95,Free for All,0.0
818,PS5Disc-Console-FriezaJapanRetro,1,34.95,Frieza Retro,0.0
819,PS5Disc-Console-FriezaJapanRetro-PS5D_113,1,34.95,Frieza Retro,0.0
820,PS5Disc-Console-FusionDance,1,34.95,Fusion Dance,0.95
821,PS5Disc-Console-FusionDance-PS5D_105,3,34.95,Fusion Dance,0.0
822,PS5Disc-Console-Giyu,2,34.95,Giyu,0.0
823,PS5Disc-Console-Giyu-PS5D_109,8,34.95,Giyu,0.0
824,PS5Disc-Console-GogetaJapanRetro,11,34.95,Gogeta Japan Retro,0.0
825,PS5Disc-Console-GogetaJapanRetro-PS5D_103,19,34.95,Gogeta Japan Retro,0.0
826,PS5Disc-Console-GokuRose,8,34.95,Goku Rose,0.0
827,PS5Disc-Console-GokuRose-PS5D_115,15,34.95,Goku Rose,0.95
828,PS5Disc-Console-GokuUkiyo,2,34.95,Goku Ukiyo,0.0
829,PS5Disc-Console-GokuUkiyo-PS5D_112,5,34.95,Goku Ukiyo,0.95
830,PS5Disc-Console-GrayWood,1,34.95,Gray Wood,0.0
831,PS5Disc-Console-HellsEdge,4,34.95,Hell's Edge,0.0
832,PS5Disc-Console-HellsEdge-PS5D_701,4,34.95,Hell's Edge,0.0
833,PS5Disc-Console-Hexed-PS5D_622,4,34.95,Hexed,0.95
834,PS5Disc-Console-HighEnergy,4,34.95,Supernova,0.0
835,PS5Disc-Console-HighVoltage,1,34.95,High Voltage,0.0
836,PS5Disc-Console-HimokiToga-PS5D_125,6,34.95,Himoki Toga,0.0
837,PS5Disc-Console-Host-PS5D_308,14,37.95,Host *LIMITED*,0.0
838,PS5Disc-Console-HumanitysStrongest,1,34.95,Humanity's Strongest,0.95
839,PS5Disc-Console-HumanitysStrongest-PS5D_101,3,34.95,Humanity's Strongest,0.95
840,PS5Disc-Console-Interstellar,1,34.95,Interstellar,0.95
841,PS5Disc-Console-Joseph-PS5D_127,2,34.95,Joseph,0.0
842,PS5Disc-Console-Kong-PS5D_302,1,34.95,Kong,0.0
843,PS5Disc-Console-LiquidEmerald-PS5D_406,2,34.95,Liquid Emerald,0.0
844,PS5Disc-Console-LoveBigApples-PS5D_117,3,34.95,Love Big Apples,0.0
845,PS5Disc-Console-Magma,2,34.95,Magma,0.0
846,PS5Disc-Console-MatterofEssence,5,34.95,Matter of Essence,0.95
847,PS5Disc-Console-Mecha-PS5D_623,1,34.95,Mecha,0.0
848,PS5Disc-Console-MoltenCore,1,34.95,Molten Core,0.0
849,PS5Disc-Console-NarutoItachi-PS5D_129,1,34.95,Itachi,0.0
850,PS5Disc-Console-NarutoKurama,3,34.95,Naruto Kurama,0.0
851,PS5Disc-Console-NarutoKurama-PS5D_108,16,34.95,Naruto Kurama,0.0
852,PS5Disc-Console-NarutoSasuke,9,34.95,Naruto Sasuke,0.0
853,PS5Disc-Console-NarutoSasuke-PS5D_107,11,34.95,Sasuke,0.0
854,PS5Disc-Console-NorthernLights-PS5D_501,1,34.95,Northern Lights,0.0
855,PS5Disc-Console-OnePunchOneKill-PS5D_119,1,34.95,"One Punch, One Kill",0.0
856,PS5Disc-Console-OnePunchStorm,2,34.95,One Punch Storm,0.0
857,PS5Disc-Console-PaintSplatter-PS5D_608,1,34.95,Paint Splatter,0.0
858,PS5Disc-Console-PandorasBox-PS5D_624,3,34.95,Pandora's Box,0.95
859,PS5Disc-Console-Patriot-PS5D_619,2,34.95,Patriot,0.0
860,PS5Disc-Console-PirateKing-PSD5_128,4,34.95,Pirate King,0.0
861,PS5Disc-Console-PureGrit-PS5D_209,2,34.95,Pure Grit,0.0
862,PS5Disc-Console-PyramidScheme,2,34.95,Pyramid Scheme,0.0
863,PS5Disc-Console-Ragnarok-PS5D_224,6,34.95,Ragnarok,0.0
864,PS5Disc-Console-SailorStorm,9,34.95,Sailor Storm,0.95
865,PS5Disc-Console-SailorStorm-PS5D_120,5,34.95,Sailor Storm,0.0
866,PS5Disc-Console-ShenronsRevenge,4,34.95,Shenron's Revenge,0.0
867,PS5Disc-Console-ShenronsRevenge-PS5D_106,10,34.95,Shenron's Revenge,0.0
868,PS5Disc-Console-SpaceSmoke-PS5D_504,2,34.95,Space Smoke,0.0
869,PS5Disc-Console-SteelArmorAlchemist,1,34.95,Steel Armor Alchemist,0.0
870,PS5Disc-Console-StoneGalaxy,1,34.95,Stone Galaxy,0.0
871,PS5Disc-Console-Sunny-PS5D_129,2,34.95,Sunny,0.0
872,PS5Disc-Console-Supernova-PS5D_502,5,34.95,Supernova,0.0
873,PS5Disc-Console-Symbiote-PS5D_307,9,37.95,Symbiote *LIMITED*,0.0
874,PS5Disc-Console-TheOneRing,3,34.95,The One Ring,0.95
875,PS5Disc-Console-TheOneRing-PS5D_303,3,34.95,The One Ring,0.0
876,PS5Disc-Console-Threadless,1,34.95,Threadless,0.0
877,PS5Disc-Console-Threadless-PS5D_404,1,34.95,Threadless,0.0
878,PS5Disc-Console-UltraInstinct,3,34.95,Ultra Instinct,0.0
879,PS5Disc-Console-UltraInstinct-PS5D_116,1,34.95,Ultra Instinct,0.0
880,PS5Disc-Console-UltraInstinctV2,13,34.95,Ultra Instinct V2,0.0
881,PS5Disc-Console-UltraInstinctV2-PS5D_102,16,34.95,Ultra Instinct V2,0.95
882,PS5Disc-Console-VegetaRetro-PS5D_122,9,34.95,Vegeta Japan Retro,0.0
883,PS5Disc-Console-WhatLiesBeneath-PS5D_703,1,34.95,What Lies Beneath,0.0
884,PS5Disc-Console-WhiteMarble,1,34.95,White Marble,0.0
885,PS5Disc-Console-WhiteMarble-PS5D_606,1,34.95,White Marble,0.95
886,PS5Disc-Console-Zilla,1,34.95,Zilla,0.95
887,PS5Disc-Console-Zilla-PS5D_301,11,34.95,Zilla,0.0
888,PS5Disc-MS-CarbonFiber,13,11.95,PS5 Carbon Fiber Middle Skin,0.0
889,PS5Disc-MiddleSkin-BlackCarbonFiber,16,11.95,PS5 Carbon Fiber Middle Skin,0.0
890,PS5L_101-Console-HumanitysStrongest,4,32.95,Humanity's Strongest,0.0
891,PS5L_102-Console-UltraInstinctV2,9,33.61666666666667,Ultra Instinct V2,0.0
892,PS5L_103-Console-GogetaJapanRetro,16,34.7,Gogeta Japan Retro,0.0
893,PS5L_104-Console-Evangelion,1,32.95,Evangelion,0.0
894,PS5L_105-Console-FusionDance,3,34.28333333333334,Fusion Dance,0.95
895,PS5L_106-Console-ShenronsRevenge,8,33.45,Shenron's Revenge,0.95
896,PS5L_107-Console-NarutoSasuke,13,34.642307692307696,Sasuke,0.95
897,PS5L_108-Console-NarutoKurama,6,34.61666666666667,Kurama,0.95
898,PS5L_109-Console-Giyu,8,33.45,Giyu,0.0
899,PS5L_111-Console-AlchemistOfSteel,7,33.807142857142864,Alchemist of Steel,0.95
900,PS5L_112-Console-GokuUkiyo,1,32.95,Goku Ukiyo,0.0
901,PS5L_113-Console-FriezaJapanRetro,3,34.28333333333334,Frieza Retro,0.0
902,PS5L_114-Console-BrolyJapanRetro,6,33.61666666666667,Broly Retro,0.0
903,PS5L_115-Console-GokuRose,7,33.52142857142858,Goku Rose,0.0
904,PS5L_116-Console-UltraInstinct,2,32.95,Ultra Instinct,0.0
905,PS5L_117-Console-LoveBigApples,1,32.95,Love Big Apples,0.0
906,PS5L_118-Console-OnePunchStorm,2,33.95,One Punch Storm,0.0
907,PS5L_119-Console-OnePunchOneKill,3,32.95,"One Punch, One Kill",0.0
908,PS5L_122-Console-VegetaRetro,13,33.87307692307692,Vegeta Japan Retro,0.0
909,PS5L_125-Console-HimokiToga,7,34.95,Himoki Toga,0.0
910,PS5L_126-Console-Izuku,4,33.45,Izuku,0.0
911,PS5L_127-Console-Joseph,1,34.95,Joseph,0.0
912,PS5L_128-Console-PirateKing,12,34.61666666666667,Pirate King,0.95
913,PS5L_129-Console-NarutoItachi,1,34.95,Itachi,0.0
914,PS5L_129-Console-Sunny,5,34.15,Sunny,0.0
915,PS5L_130-Console-NarutoItachi,44,34.85909090909092,Itachi,0.0
916,PS5L_131-Console-Shikamaru,1,34.95,Shikamaru,0.95
917,PS5L_132-Console-Zenitsu,6,32.95,Zenitsu,0.95
918,PS5L_133-Console-SixPathsofPain,9,32.95,Six Paths of Pain,0.0
919,PS5L_136-Console-Nezuko,1,32.95,Nezuko,0.95
920,PS5L_137-Console-Kyojuro,2,32.95,Kyojuro,0.0
921,PS5L_201-Console-CloudUkiyo,3,32.95,Cloud Ukiyo,0.95
922,PS5L_202-Console-EllieAndJoel,2,33.95,Ellie and Joel,0.0
923,PS5L_203-Console-Cyberpunk,2,33.95,Cyberpunk,0.0
924,PS5L_204-Console-FinalStorm,1,34.95,Final Storm,0.0
925,PS5L_205-Console-FreeForAll,10,33.55,Free for All,0.0
926,PS5L_207-Console-BioStorm,1,32.95,Bio Storm,0.0
927,PS5L_208-Console-Valhalla,1,32.95,Valhalla,0.0
928,PS5L_209-Console-PureGrit,2,33.95,Pure Grit,0.0
929,PS5L_210-Console-APathtotheStars,6,33.95,A Path to the Stars,0.95
930,PS5L_212-Console-FinalBattle,2,29.95,Final Battle,0.0
931,PS5L_213-Console-MrSilverhand,1,34.95,Mr. Silverhand,0.0
932,PS5L_214-Console-Alucard,1,32.95,Alucard,0.0
933,PS5L_224-Console-Ragnarok,14,34.66428571428572,Ragnarok,0.95
934,PS5L_225-Console-Ghost,2,32.95,Ghost,0.0
935,PS5L_226-Console-ApexWraith,1,32.95,Apex Wraith,0.0
936,PS5L_301-Console-Zilla,8,33.2,Zilla,0.0
937,PS5L_302-Console-Kong,2,32.95,Kong,0.0
938,PS5L_303-Console-TheOneRing,4,33.45,The One Ring,0.0
939,PS5L_307-Console-Symbiote,4,35.7,Symbiote *LIMITED*,0.0
940,PS5L_308-Console-Host,13,35.41153846153846,Host *LIMITED*,0.0
941,PS5L_310-Console-UniverseofRick,5,32.95,Universe of Rick,0.0
942,PS5L_311-Console-KingKaiju,1,32.95,King Kaiju,0.0
943,PS5L_313-Console-Versus,1,34.95,Versus,0.95
944,PS5L_401-Console-MatterofEssence,4,32.95,Matter of Essence,0.0
945,PS5L_403-Console-BearNature,1,32.95,Bear Nature,0.0
946,PS5L_404-Console-Threadless,3,34.28333333333334,Threadless,0.0
947,PS5L_406-Console-LiquidEmerald,3,34.28333333333334,Liquid Emerald,0.0
948,PS5L_502-Console-Supernova,3,33.61666666666667,Supernova,0.95
949,PS5L_503-Console-Interstellar,2,29.95,Interstellar,0.0
950,PS5L_504-Console-SpaceSmoke,3,33.28333333333334,Space Smoke,0.0
951,PS5L_505-Console-StoneGalaxy,1,29.95,Stone Galaxy,0.0
952,PS5L_507-Console-Aurora,11,33.13181818181818,Aurora,0.0
953,PS5L_601-Console-CarbonFiberBlack,8,32.825,Black Carbon Fiber,0.0
954,PS5L_602-Console-CarbonFiberBlue,2,29.95,Blue Carbon Fiber,0.0
955,PS5L_604-Console-BloodSplatter,4,33.45,Blood Splatter,0.95
956,PS5L_605-Console-GrayWood,1,29.95,Gray Wood,0.0
957,PS5L_607-Console-BlueMarble,1,29.95,Blue Marble,0.0
958,PS5L_608-Console-PaintSplatter,3,29.95,Paint Splatter,0.95
959,PS5L_609-Console-DayoftheDead,3,32.95,Day of the Dead,0.0
960,PS5L_617-Console-BlackMarble,6,33.28333333333334,Black Marble,0.0
961,PS5L_619-Console-BrushedMetal,1,29.95,Brushed Metal,0.0
962,PS5L_619-Console-Patriot,5,33.75,Patriot,0.0
963,PS5L_620-Console-420,2,29.95,420,0.0
964,PS5L_622-Console-Hexed,2,32.95,Hexed,0.0
965,PS5L_623-Console-Mecha,2,33.95,Mecha,0.0
966,PS5L_624-Console-PandorasBox,2,32.95,Pandora's Box,0.95
967,PS5L_701-Console-HellsEdge,7,33.52142857142858,Hell's Edge,0.0
968,Premade_HYDRO-PS5-BlueCarbon,2,119.95,Blue Carbon Fiber,0.95
969,SERS_102-Console-UltraInstinctV2,13,30.103846153846156,Ultra Instinct V2,0.0
970,SERS_103-Console-GogetaRetro,10,28.95,Gogeta Retro,0.0
971,SERS_106-Console-ShenronsRevenge,12,30.03333333333333,Shenron's Revenge,0.95
972,SERS_107-Console-NarutoSasuke,20,30.0,Sasuke,0.0
973,SERS_110-Console-SteelArmorAlchemist,4,28.95,Steel Armor Alchemist,0.0
974,SERS_112-Console-GokuUkiyo,2,29.95,Goku Ukiyo,0.0
975,SERS_113-Console-FriezaRetro,1,29.95,Frieza Retro,0.95
976,SERS_114-Console-BrolyRetro,5,30.15,Broly Retro,0.0
977,SERS_116-Console-UltraInstinct,1,29.95,Ultra Instinct,0.95
978,SERS_120-Console-SailorStorm,1,29.95,Sailor Storm,0.0
979,SERS_125-Console-HimokiToga,10,30.65,Himoki Toga,0.0
980,SERS_130-Console-Itachi,27,29.57962962962963,Itachi,0.0
981,SERS_133-Console-SixPathsofPain,14,29.521428571428572,Six Paths of Pain,0.0
982,SERS_134-Console-Madara,1,29.95,Madara,0.95
983,SERS_137-Console-Kyojuro,2,29.95,Kyojuro,0.0
984,SERS_208-Console-Valhalla,7,29.37857142857143,Valhalla,0.0
985,SERS_210-Console-PathToTheStars,3,30.95,Path to the Stars,0.0
986,SERS_215-Console-EagleVision,2,31.450000000000003,Eagle Vision,0.0
987,SERS_217-Console-TheLastDragonborn,4,28.45,The Last Dragonborn,0.0
988,SERS_218-Console-ImposterSunset,1,27.95,Imposter Sunset,0.0
989,SERS_219-Console-MortalMashup,12,29.78333333333333,Mortal Mashup,0.0
990,SERS_301-Console-Zilla,14,29.95,Zilla,0.0
991,SERS_303-Console-TheOneRing,5,29.15,The One Ring,0.0
992,SERS_305-Console-Player1,1,29.95,Player One,0.95
993,SERS_306-Console-AliceTeacup,3,29.95,Alice and the Tea Cup,0.0
994,SERS_307-Console-Symbiote,11,30.677272727272726,Symbiote *LIMITED*,0.0
995,SERS_308-Console-Host,20,31.35,Host *LIMITED*,0.0
996,SERS_309-Console-SpiralHill,4,28.95,Spiral Hill,0.0
997,SERS_310-Console-UniverseofRick,5,29.95,Universe of Rick,0.0
998,SERS_401-Console-MatterOfEssence,3,29.28333333333333,Matter of Essence,0.0
999,SERS_405-Console-PyramidScheme,2,29.95,Pyramid Scheme,0.0
1000,SERS_407-Console-RedCity,4,27.95,Red City,0.0
1001,SERS_501-Console-NorthernLights,3,28.616666666666664,Northern Lights,0.0
1002,SERS_502-Console-Supernova,8,29.95,Supernova,0.0
1003,SERS_504-Console-SpaceSmoke,3,27.95,Space Smoke,0.0
1004,SERS_506-Console-HighVoltage,3,27.95,High Voltage,0.95
1005,SERS_507-Console-Aurora,13,29.48846153846154,Aurora,0.95
1006,SERS_601-Console-CarbonFiberBlack,4,27.95,Black Carbon Fiber,0.95
1007,SERS_603-Console-CarbonFiberRed,3,27.95,Red Carbon Fiber,0.0
1008,SERS_604-Console-BloodSplatter,8,28.575,Blood Splatter,0.0
1009,SERS_605-Console-GrayWood,1,29.95,Gray Wood,0.0
1010,SERS_606-Console-WhiteMarble,2,27.95,White Marble,0.95
1011,SERS_608-Console-PaintSplatter,3,28.616666666666664,Paint Splatter,0.0
1012,SERS_610-Console-BreakingThrough,2,27.95,Breaking Through,0.0
1013,SERS_612-Console-AntiqueWood,3,27.28333333333333,Antique Wood,0.95
1014,SERS_617-Console-BlackMarble,1,27.95,Black Marble,0.95
1015,SERS_618-Console-BrushedMetal,2,27.95,Brushed Metal,0.0
1016,SERS_619-Console-Patriot,7,28.521428571428572,Patriot,0.0
1017,SERS_620-Console-420,10,27.95,420,0.0
1018,SERS_622-Console-Hexed,5,28.75,Hexed,0.95
1019,SERS_623-Console-Mecha,2,26.95,Mecha,0.0
1020,SERS_624-Console-PandorasBox,2,29.95,Pandora's Box,0.0
1021,SERS_701-Console-HellsEdge,15,29.883333333333333,Hell's Edge,0.0
1022,SERS_702-Console-MoltenCore,1,29.95,Molten Core,0.0
1023,SERS_703-Console-WhatLiesBeneath,1,29.95,What Lies Beneath,0.0
1024,SERS_704-Console-Magma,1,29.95,Magma,0.0
1025,SERX_101-Console-HumanitysStrongest,12,29.78333333333333,Humanity's Strongest,0.0
1026,SERX_102-Console-UltraInstinctV2,50,30.05,Ultra Instinct V2,0.0
1027,SERX_103-Console-GogetaJapanRetro,28,30.32037037037037,Gogeta Japan Retro,0.0
1028,SERX_104-Console-Evangelion,9,31.061111111111114,Evangelion,0.0
1029,SERX_106-Console-ShenronsRevenge,34,30.126470588235293,Shenron's Revenge,0.0
1030,SERX_107-Console-NarutoSasuke,24,30.741666666666664,Sasuke,0.0
1031,SERX_108-Console-NarutoKurama,26,30.02692307692308,Kurama,0.0
1032,SERX_110-Console-SteelArmorAlchemist,4,30.2,Steel Armor Alchemist,0.0
1033,SERX_111-Console-AlchemistOfSteel,10,29.95,Alchemist of Steel,0.0
1034,SERX_112-Console-GokuUkiyo,10,30.55,Goku Ukiyo,0.0
1035,SERX_113-Console-FriezaJapanRetro,4,29.95,Frieza Retro,0.95
1036,SERX_114-Console-BrolyJapanRetro,16,30.325,Broly Japan Retro,0.0
1037,SERX_115-Console-GokuRose,12,30.53333333333333,Goku Rose,0.0
1038,SERX_116-Console-UltraInstinct,15,30.416666666666668,Ultra Instinct,0.0
1039,SERX_119-Console-OnePunchOneKill,3,29.28333333333333,"One Punch, One Kill",0.0
1040,SERX_120-Console-SailorStorm,9,29.950000000000003,Sailor Storm,0.0
1041,SERX_121-Console-SailTheMoon,9,30.394444444444446,Sail the Moon,0.0
1042,SERX_122-Console-VegetaRetro,6,29.95,Vegeta Japan Retro,0.0
1043,SERX_125-Console-HimokiToga,8,30.45,Himoki Toga,0.0
1044,SERX_126-Console-Izuku,4,29.95,Izuku,0.0
1045,SERX_127-Console-Joseph,2,29.95,Joseph,0.0
1046,SERX_129-Console-Sunny,16,29.6375,Sunny,0.0
1047,SERX_130-Console-Itachi,87,29.904022988505748,Itachi,0.95
1048,SERX_131-Console-Shikamaru,4,30.7,Shikamaru,0.0
1049,SERX_132-Console-Zenitsu,16,29.7,Zenitsu,0.0
1050,SERX_133-Console-SixPathsofPain,24,29.53333333333333,Six Paths of Pain,0.95
1051,SERX_134-Console-Madara,1,29.95,Madara,0.0
1052,SERX_135-Console-YourName,2,29.95,Your Name,0.0
1053,SERX_137-Console-Kyojuro,2,29.95,Kyojuro,0.0
1054,SERX_138-Console-Tanjiro,3,29.95,Tanjiro,0.0
1055,SERX_203-Console-Cyberpunk,6,29.28333333333333,Cyberpunk,0.0
1056,SERX_208-Console-Valhalla,8,29.95,Valhalla,0.0
1057,SERX_210-Console-PathToTheStars,11,30.313636363636363,Path to the Stars,0.0
1058,SERX_215-Console-EagleVision,3,29.95,Eagle Vision,0.95
1059,SERX_216-Console-HailToTheChief,51,30.126470588235296,Hail to the Chief,0.95
1060,SERX_226-Console-ApexWraith,1,29.95,Apex Wraith,0.0
1061,SERX_227-Console-MasterChief,10,29.95,John-117,0.0
1062,SERX_301-Console-Zilla,58,29.967241379310344,Zilla,0.95
1063,SERX_302-Console-Kong,9,30.283333333333335,Kong,0.0
1064,SERX_303-Console-TheOneRing,20,29.65,The One Ring,0.95
1065,SERX_307-Console-Symbiote,26,31.52692307692308,Symbiote *LIMITED*,0.0
1066,SERX_308-Console-Host,67,31.009701492537314,Host *LIMITED*,0.95
1067,SERX_309-Console-SpiralHill,7,29.37857142857143,Spiral Hill,0.95
1068,SERX_310-Console-UniverseofRick,11,29.95,Universe of Rick,0.0
1069,SERX_311-Console-KingKaiju,4,29.95,King Kaiju,0.0
1070,SERX_311_KingKaiju,2,29.95,King Kaiju,0.0
1071,SERX_401-Console-MatterOfEssence,9,29.950000000000003,Matter of Essence,0.95
1072,SERX_405-Console-PyramidScheme,2,27.95,Pyramid Scheme,0.0
1073,SERX_406-Console-LiquidEmerald,4,28.45,Liquid Emerald,0.95
1074,SERX_407-Console-RedCity,4,28.95,Red City,0.95
1075,SERX_501-Console-NorthernLights,2,29.95,Northern Lights,0.0
1076,SERX_502-Console-Supernova,16,30.2,Supernova,0.0
1077,SERX_503-Console-Interstellar,2,29.95,Interstellar,0.95
